Reviews,Summary
"The Pyrolysis Gas Chromatography resource is included twice under Week 6 reading, maybe delete one?","The Pyrolysis Gas Chromatography resource is included twice under Week 6 reading, maybe delete one?"
You must make an account to watch the rest of the video and read the rest of the transcript-can students use their student email address?,Can students use their student email address? You must make an account to watch the rest of the video.
"I could not identify the gender or ethnicity of the authors but deducting from their IEE Explore profiles, names and place of univeristy studies, the authors may be Thai which is a great representation of Global South Thai authors within the reading list, which may help Thai/GS students feel represented and more engaged with the material for this week","I could not identify the gender or ethnicity of the authors but deducting from their IEE Explore profiles, names and place of univeristy studies, the authors may be Thai. This is a great representation of Global South Thai authors"
 Home Office source - very reliable. Many editors and contributors but I only recorded the main authors. ,Home Office source - very reliable. Many editors and contributors but I only recorded the main authors.
Ross M.Gardner is a well regarded forensic scientist who has appeared in several TV shows as a Forensic Science analyst which may be of interest for students.,Ross M.Gardner is a well regarded forensic scientist. He has appeared in several TV shows as a Forensic Science analyst.
The second video is from the same source included on the reading list.,The second video is from the same source included on the reading list.
"Links on all slides are only avaliable when students are in 'Slide Show' mode, but cannot be clicked when in 'Normal mode', perhaps add note under the slides that says right-click < open hyperlink. "," Links on all slides are only avaliable when students are in 'Slide Show' mode, but cannot be clicked when in 'Normal mode' Perhaps add note under the slides that says right-click < open hyperlink."
add authors to Dropbox resources, add authors to Dropbox resources. add author to Dropbox. add authors
The link at the bottom of this slide does not seem to be working,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery
spelling error,A. spelling error
"make resources mentioned on this slide accessible, as with the rest of the slides","Make resources mentioned on this slide accessible, as with the rest of the slides."
Check the links and redefine them to the right resource,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each
Check the links and redefine them to the right resource,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each
"On a side note, the 'Dahmer' series may be of interest to students, which may have interesting foresic science investigations on male sexual assault, as this series was very popular a few months ago. (I'm no pro though!)","'Dahmer' series may be of interest to students, which may have interesting foresic science investigations on male sexual assault."
"The new edition of this book has a chapter called ""Ferguson Effect, which discusses an increase in violent crime rates in a community caused by reduced proactive policing due to the community's distrust and hostility towards police. The Ferguson effect was first proposed after police saw an increase in violence following the 2014 shooting of a black 18-year old Michael Brown in Ferguson, Missouri. this opens discussions about forensic science's role in the CJS and issues around race. This is a valuable dimension of forensic science that students can learn about within this module","The Ferguson effect was first proposed after police saw an increase in violence following the 2014 shooting of a black 18-year old Michael Brown in Ferguson, Missouri. This opens discussions about forensic science's role in the CJS and issues around race"
"This books discusses Lack's a key historical figure in cell research, as she was a working class, African-American woman who's cells were used without her consent for research purposes that has had enormous contributions to modern day science and medicine. This book discusses the ethical issues concerning this race  and class in medical research. This is valuable for students to understand about the historical context, and ethical issues related to scientific findings and race. ","This book discusses the ethical issues concerning this race  and class in medical research. This is valuable for students to understand about the historical context, and ethical issues related to scientific findings and race."
"Volume 63, Issue 3 (the latest) version of this Journal has an article written by global south authors called ""Ghosting phenomenon in static and dynamic footprints in India and the United States"" diversifies the presence of global south authors within the reading list. The link to this article is in the ""Additional Notes"" column."," Volume 63, Issue 3 (the latest) version of this Journal has an article written by global south authors called ""Ghosting phenomenon in static and dynamic footprints in India and the United States"" The link to this article is in the """
"There are many global south authors of the articles within this journal, with studies conducted in a range of nations, including Tunisia. ","There are many global south authors of the articles within this journal. Studies conducted in a range of nations, including Tunisia."
Additional library resources compiled by the convenor in collaboration with Sarah Field demonstrates the convenor's commitment to enhancing the student's learning.,The convenor's commitment to enhancing the student's learning. Additional library resources compiled by the convenor and Sarah Field.
"Anna is a well established female forensic science, she is the Forensic Genetist, Bsc, Msc,PhD - WAWFE President, the European PhD in Forensic Genetics (PhD), Chief of the Forensic Genetics Department at SIMEF, the Forensic Genetist Senior certified ISO17024 Honor Dean of the Superior School of Criminalistics and Criminology (Spain), a Member of Editorial Board of the Journal of Forensic Science and Legal Medicine (FSLM).an of the WAWFE Journal, as well as an International Ambassador of Acta Medical international. She also helped create the  International Forensic Women Day which may inspire female students by promoting an inclusive place for women in forensic science."," Forensic Genetist, Bsc, Msc,PhD - WAWFE President, the European PhD in Forensic Genetics (PhD) Chief of the Forensic Genetics Department at SIMEF. Senior certified ISO17024 Honor Dean"
BrowZine is a mobile app where students can explore library resources. This is a great contemporary resource that makes accessing module material easy and convienient for students. ,BrowZine is a mobile app where students can explore library resources. This is a great contemporary resource that makes accessing module material easy.
"This webpage lists falsely convicted individuals. In the context of the PPP, the convenor discusses how this resource can be used to frame essay questions related to misrepresentation of different ethnic groups in data. Thus, this material is valuable in unpacking  race in the context of forensic science. ","This webpage lists falsely convicted individuals. In the context of the PPP, the convenor discusses how this resource can be used to frame essay questions."
"This  organization's name honors Thurgood Marshall, the NAACP's civil rights activist and attorney whose arguments won the landmark U.S. Supreme Court school desegregation case, Brown vs. Board of Education, who later became the first African-American justice of that Court. This project is about tacking injustices in the criminal justice system in America - including racial injustices. In the slides, the convenor says students can find stories about the diversity agenda in forensic science. A great way to engage students with topics of diveristy in forensic science and the criminal justice system.","This project is about tacking injustices in the criminal justice system in America. In the slides, the convenor says students can find stories about the diversity agenda in forensic science. A great way to engage students with topics of diverist"
"With free software available for downloading at this book's author's Web site, students can apply their own data and draw conclusions using principles practiced in the text.",Students can apply their own data and draw conclusions using principles practiced in the text. Free software available for downloading at this book's author's Web site.
"Provides the guidelines for DNA analysis of an unknown individual with careful consideration not to make ethnic assumptions without substantial, empirical evidence. This highlight's forensic science's role in minimising racial profiling.","Forensic science's role in minimising racial profiling. Provides the guidelines for DNA analysis of an unknown individual. Not to make ethnic assumptions without substantial, empirical evidence."
Consider adding a trigger warning before this Dropbox is accessed on Dror's presentation there is a bloody image which may be upsetting on slide 4,There is a bloody image which may be upsetting on slide 4. Consider adding a trigger warning before this Dropbox is accessed on Dror's presentation.
"Discusses issues of subconscious bias and racial preferencing, and Harvard University's Implicit Association Test (IAT) which tested the racial bias people had, and its implications for racial profiling in scientific discovering, and how the IAT test can be used to minimise this issue. This is a valuable article which demonstrates the racial bias that people may have and be unaware of, and how IAT can be used to mitigate this issue and make foresic science and scientific profiling less discrimminatory. ","Harvard University's Implicit Association Test (IAT) tested the racial bias people had, and its implications for racial profiling in scientific discovering. Discusses issues of subconscious bias and racial preferencing."
"This report tends to use 'he' to refer to all individuals. On page 7 of this report under ""Reader's guide"" there is a section that states, ""In accordance with historical convention, where relevant, 'he' is used to include all genders."". Although this accounts for all genders, it may make some students who do not identify with binary gender classifications feel  overlooked. Perhaps adding a small note under the link to this report on the Week 5, Slide 105 stating that although this report is extremely valuable and important for this module, its discourse when referring to the 'universal individual' ('he') may overlook the diversity in gender. This way, the content of the report is not discounted, but all students of all genders are accounted for, and know that the convenor has taken note to of this. ","This report tends to use 'he' to refer to all individuals. Although this accounts for all genders, it may make some students who do not identify with binary gender classifications feel  overlooked."
discusses how forensic science investigations can reduce bias by removing irrelevant info like gender and ethnicity to remain unprejudicial. This is an important element of maintaining democracy in FS. , forensic science investigations can reduce bias by removing irrelevant info like gender and ethnicity to remain unprejudicial. This is an important element of maintaining democracy in FS.
"discusses the issues with unconscious bias in terms of race, ethnicity, gender, religion, sexual orientation, socioeconomic background, educational background. This is valuable for students to understand the limiting human processes in forensic investigations, but is also extremely valuable for them to understand and tackle as a way to engage in FS work, but also within the world and as individual people.","Students will learn about unconscious bias in terms of race, ethnicity, gender, religion, sexual orientation and socioeconomic background."
"This book explores strategies for generating and evaluating scinetific hypothesis, and how ""... situational logic fails to exploit the theoretical knowledge derived from study of similar phenomena in other countries.."" and how the narratives of ""third-world countries"" and other ethnic minorities can inform scientific inquiry.","This book explores strategies for generating and evaluating scinetific hypothesis, and how ""... situational logic fails to exploit the theoretical knowledge derived from study of similar phenomena in other countries"" The narratives of ""third-world countries"" and other ethnic minorities"
"Discusses how jury can make decisions based on self-perpetuating ideas on race, gender, age and social class, and how laws prohibit investigating these bias when juries are deliberating. ","Jury can make decisions based on self-perpetuating ideas on race, gender, age and social class. Laws prohibit investigating these bias when juries are deliberating."
"Chapter 3: Ethical Values and Human Rights dicusses how human rights and values should be considered in the criminal justice system and forensic science, including factors relating to gender, sexual orientation, race, religion,  age or disability. Other chapters discuss race and ethnicity in even more detail, ""Drawing an ethnic inference may lead police to narrow the focus of their enquiries prematurely, and there remains an anxiety that the current system of classification of people into seven ‘ethnic appearances’ may reinforce existing prejudice and racist generalisations about the likely perpetrators of crime"" This is a valuable resource that promotes equality and human rights within forensic science.", chapter 3: Ethical Values and Human Rights dicusses how human rights and values should be considered in the criminal justice system and forensic science. Other chapters discuss race and ethnicity in even more detail. This is a valuable resource that
discusses reducing the risk of wrongful conviction and exoneration,CNN.com's iReport.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week
broadly discusses cognitive bias negatively affecting scientific investigations,"Cognitive bias negatively affects scientific investigations, according to a new study. The study by the University of California, Los Angeles, found cognitive bias negatively affecting scientific investigations."
"Discusses how bias works, such as outgroup derogation and methods to reduce such bias. ","Bias works, such as outgroup derogation. Discusses how bias works and methods to reduce such bias."
"Compares different forensic societies' code provisions, many of which outline non discrimination against race, age, gender, social status, language, orientation, lifestyle or politics.","Many forensic societies' code provisions outline non discrimination against race, age, gender, social status, language, orientation, lifestyle or politics."
"Discusses how miscarriage of justice is treated, ""he felt like he was being treated similarly to the confederate statues that are being removed in public places throughout the south: ""Taking it away does not better anything,"" he said. ""Erasing history is ignorant. It benefits no one. They want to erase me from history."" Valuable in teaching students that  ethical misconduct should not ignored.","""Taking it away does not better anything,"" he said. ""Erasing history is ignorant. It benefits no one"""
"Students are able to voice any questions and opinions regarding the module anonymosuly which the convenor can respond to. This gives students a platform to voice their opinions without fear of being identified, and can benefit the student success.",Students are able to voice any questions and opinions regarding the module anonymously. This gives students a platform to voice their opinions without fear of being identified.
"The convenor has shown a commitment to the student's success by providing in-depth feedback on the student's coursework, with a quantative summary on all the data from the student's work, as well as ways they can expand on their work.",The convenor has shown a commitment to the student's success by providing in-depth feedback. The convenor provides a quantative summary on all the data from the student.
"The convenor has also shown a commitment to the student experience by the use of trigger warnings throughout all slides, which help ensure that students safeguarded throughout their learning. The convenor has added consistent trigger warnings with a brief description of the potentially upsetting material ahead.","The convenor has also shown a commitment to the student experience by the use of trigger warnings throughout all slides, which help ensure that students safeguarded."
Every lecture PPP has quizzes and/or word puzzles to engage student learning,Every lecture PPP has quizzes and/or word puzzles to engage student learning.
"The convenor has showed a commitment to enhancing the student voice and experience within his module by creating weekly QR codes on this lecture slides, where he gathers student feedback. He then makes active adjustments per student's needs. He has adopted a ""You said, I did"" dynamic where he responsively makes changes according to student's needs","The convenor has showed a commitment to enhancing the student voice and experience within his module. He has adopted a ""You said, I did"" dynamic where he responsively makes changes according to student's needs."
"When discussing the essay topics student could choose, the convenor uses an example of the context of race in forensic science (by using an essay example of the ethnic mix in databases vs other sources of data). This is a great way to bring race and ethnicity at the forefront of the module, and explain to students where the conversation about race and ethnicity fits into their learning within this module.","When discussing the essay topics student could choose, the convenor uses an example of the context of race in forensic science. This is a great way to bring race and ethnicity at the forefront of the module, and explain to students where the"
"The convenor has provided extensive guidance for the student's assignment, with detailed signposting to potential topic areas, as well as pointers that will help to do well. ","The convenor has provided extensive guidance for the student's assignment, with detailed signposting to potential topic areas."
"The convenor links students to the UKC Forensic Science Facebook page, where posts whats currently happening in the forensic science field, and job opportunities for students to engage with. This shows the convenor's commitment to further enhancing the student's success beyond the university walls.",The convenor links students to the UKC Forensic Science Facebook page. This shows the convenor's commitment to further enhancing the student's success beyond the university walls.
"The convenor produces a digest of weekly news related to forensic science that the students can engage with. He goes above and beyond to produce a summary of all the news for his students to read, inspiring them to be engaged with their course, and current events related to their course.",The convenor produces a digest of weekly news related to forensic science. He goes above and beyond to produce a summary of all the news for his students.
"The convenor signposts his students to the Forensic Science UKC society, a way to get them to engage with other students/staff in forensic science academia to enhance and support their learning",The convenor signposts his students to the Forensic Science UKC society. This is a way to get them to engage with other students/staff in forensic science academia.
"Consider adding a trigger warnings under this link on the topic 2, slide 48 as there are some potentially upsetting images (e.g., on slide 11, 12, 13 and 42) so students are aware of it before accessing the link. Alternatively, trigger warnings could be added directly to the Sexual Offences power point. ","Consider adding a trigger warnings under this link on the topic 2, slide 48 as there are some potentially upsetting images. Alternatively, trigger warnings could be added directly to the Sexual Offences power point."
"Consider adding a trigger warnings under this link on the topic 2, slide 91 as there are some potentially upsetting images of blood,  so that students are aware of it before accessing the link. Alternatively, trigger warnings could be added directly to the BPA power point in the Dropbox file. ","Consider adding a trigger warnings under this link on the topic 2, slide 91 as there are some potentially upsetting images of blood. Alternatively, trigger warnings could be added directly to the BPA power point in the Dropbox file."
"Consider adding a trigger warnings under this link on the topic 2, slide 94 as there are some potentially upsetting images of blood,  so that students are aware of it before accessing the link. Alternatively, trigger warnings could be added directly to the BPA power point in the Dropbox file. ","Consider adding a trigger warnings under this link on the topic 2, slide 94 as there are some potentially upsetting images of blood. Alternatively, trigger warnings could be added directly to the BPA power point in the Dropbox file."
The laws and principles laid out give acknowledgment to Deepak Parwar from the New Dehli Police. This is a great way of integrating global south producers of knowledge into the module!,The laws and principles laid out give acknowledgment to Deepak Parwar from the New Dehli Police. This is a great way of integrating global south producers of knowledge into the module.
"Consider adding a trigger warning before this slide as it discusses the death of an infant. This can help keep consistency with other PPP that warn students that there are no upsetting images, but discussion of a sensitive topic","Consider adding a trigger warning before this slide. This can help keep consistency with other PPP that warn students that there are no upsetting images, but discussion of a sensitive topic."
"Use of inclusive language when discussing case examiners (""he or she"")","Use of inclusive language when discussing case examiners (""he or she"")"
"The convenor has shown a dedication to ehancing the student's careers by creating a Dropbox filled with interview Q&A for forensic student alumni who are now in the field, giving this current students valuable insights from students who are now working.",The convenor has shown a dedication to ehancing the student's careers by creating a Dropbox filled with interview Q&A for forensic student alumni.
"Consider making this reading a ""must read"" as Henrietta Lacks was an African-American woman whose cancer cells are the source of the HeLa cell line, the first immortalized human cell line and one of the most important cell lines in medical research. She played a huge role in the evolution of cell research, and is perhaps one of the greatest examples to open up discussions around race and ethical misconduct.","Henrietta Lacks was an African-American woman whose cancer cells are the source of the HeLa cell line. She played a huge role in the evolution of cell research, and is perhaps one of the greatest examples to open up"
"Perhaps make this Journal a ""must read"" to increase the presence of global south authors in the reading list. Alternatively, Robert could consider identifying a few articles from this journal that are relevant to the module and created by global south authors, and directly adding these to the reading list to diversify the reading list a bit more.","Robert could consider identifying a few articles from this journal that are relevant to the module and created by global south authors, and directly adding these to the reading list. Perhaps make this Journal a ""must read"""
"Consider including links to regional databases from different nations directly on the library resources page, with a focus on non-european databases to diversify the cirriculum. ",Consider including links to regional databases from different nations directly on the library resources page. With a focus on non-european databases to diversify the cirriculum.
"On page 159 of this paper, ""for simplicity, we assume that the population contains only these two [Caucasian and Afro-Carribean] ethnic groups as part of an assumption argument....but the principles could be extended to wider diversity"" Although this paper simplifies ethnicity for scientific demonstration, this could make students from many different ethnic backgrounds feel marginalised. If it makes sense to do so, take note of this under the link to this paper (as Robert mentions in his slides that this paper is valuable for students to know for interviews, so removing it wouldn't make sense. But making note that some of the examples/case studies/hypothesis may overlook the diversity in ethnicity may make student's feel included, or taken account for)","Although this paper simplifies ethnicity for scientific demonstration, this could make students from many different ethnic backgrounds feel marginalised. If it makes sense to do so, take note of this under the link to this paper."
Potentially ask students leading questions related to EDI. Similar to FSCI3010,Ask students leading questions related to EDI. Similar to FSCI3010.
"Link for ""number of contributors"" not working",CNN.com is not working due to a number of contributors not working. Click here for
"The authors in the reading list are predominantly. As the Forensic Science International Journal is already included on the reading list, it may be convienient to use the  this journal to see whether there are any relevant articles to the module with diverse authors that could be added to the  reading list to diversify it a bit more. ",The Forensic Science International Journal is already included on the reading list. It may be convienient to use the  this journal to see whether there are any relevant articles to the module with diverse authors.
"Web of Science is a great webpage that provides the opportunity to diverisfy sources of information. On the Web of Science wikipedia page, you can find the regional databases from different parts of the world which could be considered as sources on the library resources page. They have regional databases for China, Brazil, Spain, Portugal, the Caribbean,  South Africa, Latin America, Korea, Russia, and an Arabic database.","Web of Science is a great webpage that provides the opportunity to diverisfy sources of information. They have regional databases for China, Brazil, Spain, Portugal, the Caribbean,  South Africa, Latin America, Korea, Russia."
"Discuss whether the convenor feels that making this material a ""must read"" on the reading list aligns with the aim of this module. "," Discuss whether the convenor feels that making this material a ""must read"" on the reading list aligns with the aim of this module."
"Discuss whether the convenor feels that making this journal a ""must read"" on the reading list aligns with the aim of this module. "," Discuss whether the convenor feels that making this journal a ""must read"" on the reading list aligns with the aim of this module."
Perhaps consider diversifying the databases used,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best
"Explore adding links to more diverse Web of Science databases, if the convenor feels it makes sense to do so.","Explore adding links to more diverse Web of Science databases, if the convenor feels it makes sense to do so."
Discuss adding triggrer warnings to this dropbox PPP or adding trigger warnings directly to this PPP in the dropbox, Discuss adding triggrer warnings to this dropbox PPP. Discuss adding trigger warnings directly to this PPP in the dropbox.
Discuss adding triggrer warnings to this dropbox PPP or adding trigger warnings directly to this PPP in the dropbox, Discuss adding triggrer warnings to this dropbox PPP. Discuss adding trigger warnings directly to this PPP in the dropbox.
Discuss adding triggrer warnings to this dropbox PPP or adding trigger warnings directly to this PPP in the dropbox, Discuss adding triggrer warnings to this dropbox PPP. Discuss adding trigger warnings directly to this PPP in the dropbox.
